,5f71dc92282990157f986a94,609aecaba5c7541d9625d1ee,609aed5ea5c7541d9625f903,60be6761767a8917d29b7c54,60cb9129767a8917d25ce5a1,60cbc8df767a8917d2604f9d,60cbcc3b767a8917d2608dbc,60d0d04d767a8917d2af91ee,60d0d156767a8917d2afae03,60dcc790767a8917d27f734b,60e4c9db33db984fa2ca59bf,60e4ca3c33db984fa2ca6c7a,6111815a645c245c3fb03ee4,6111affc645c245c3fb76128,6111b033645c245c3fb77377,6111b4ec645c245c3fb825c0,6111b533645c245c3fb83a6f,6111b569645c245c3fb84d42,612b605b63812205431c3e91,613f8ee57bbb997559359f52,618b033e9cf248533e844d94,618b038e9cf248533e845a18,61b0f4f7b36a1f7b3bab1c60,6226415ff9afe9370ed3748b,6241e35a09320802c998d5c1,6241e5a509320802c9997d56,6241e64b09320802c999acac,6257409af6e87b02c9451a51,628be5deb11bd21b97b88cb5,628d1b9c480021215ea94ac2,6291244301034f32ae699bf8,629511c2522b8b29ab661d0b,62951c5e522b8b29ab6742e7,629a898e8a1eea6911a0e4bd,629a89ff8a1eea6911a0f046,62a378952a535e537bbd2b90,62b607d9ac45b919dca8d330,62b60b03ac45b919dca94675,62b60b5cac45b919dca95367,62c424675b50546d39af92e7,62c424ef5b50546d39afa6ea,62c426e55b50546d39aff221,62c464065499df2cfc41c652,62c84598f38c1514925e24ee,62cf6d4df81cad490ccd9fb4,62f14a3012dfba21456a270a,62fc074ba8cd540911bd9eed,62fd58f5a8cd540911f6f101,62fd5985a8cd540911f70b1e,62fea89f86c45b24f593d1bb,630f5f63799d8e6c4870ce3d,630f5fdc799d8e6c4870e3f0,631b58549a461d048342a1d2,63568db3f565e27a27c02860,6356ae81f565e27a27c762be
2023-04-01 10:00:00,0.0,0.0833333333333333,0.0,0.0833333333333333,0.3743781094527362,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0840701219512194,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.1790780141843971,0.0993150684931506,0.1666666666666666,1.4999999999999991,0.0,0.0,0.0833333333333333,0.0,0.0,0.3151408450704224,0.0833333333333333,0.0833333333333333,0.9166666666666664,0.0833333333333333,0.2042124542124541,0.0,0.0,0.0,0.1155913978494623,0.0833333333333333,0.3823529411764704,0.1168582375478926,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.2088274044795783,0.096813725490196,0.1436314363143631,0.2259259259259258,0.1227352425482173,0.0,0.2634408602150536,0.1715686274509803,0.0,0.0
2023-04-01 11:00:00,0.0,0.0833333333333333,0.0,0.0833333333333333,0.3781094527363182,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0840955284552845,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.1870567375886524,0.1004566210045661,0.1666666666666666,1.3333333333333328,0.2499999999999999,0.0,0.0833333333333333,0.0,0.0833333333333333,0.3180751173708919,0.0833333333333333,0.0833333333333333,0.833333333333333,0.0833333333333333,0.2078754578754578,0.0,0.0,0.0,0.118279569892473,0.0833333333333333,0.3774509803921567,0.1235632183908045,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.2083333333333332,0.0980392156862744,0.1429539295392953,0.2277777777777777,0.1226865380868887,0.0,0.2661290322580644,0.1825980392156862,0.0,0.0
2023-04-01 12:00:00,0.0,0.0833333333333333,0.0,0.0833333333333333,0.3818407960199003,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0841209349593495,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.1950354609929077,0.1015981735159817,0.1666666666666666,0.3333333333333332,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.3210093896713613,0.0833333333333333,0.0833333333333333,0.9166666666666664,0.0833333333333333,0.2115384615384614,0.0,0.0,0.0,0.1209677419354838,0.0833333333333333,0.372549019607843,0.1302681992337164,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.2078392621870882,0.0992647058823529,0.1422764227642275,0.2296296296296295,0.12263783362556,0.0,0.2688172043010751,0.193627450980392,0.0,0.0
2023-04-01 13:00:00,0.0,0.0833333333333333,0.0,0.0833333333333333,0.3855721393034824,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0841463414634146,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.203014184397163,0.1027397260273972,0.1666666666666666,0.3303030303030301,0.0,0.0,0.0833333333333333,0.0,0.0,0.3239436619718308,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.2152014652014651,0.0,0.0,0.0,0.1236559139784945,0.0833333333333333,0.3676470588235292,0.1369731800766283,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.2073451910408431,0.1004901960784313,0.1415989159891598,0.2314814814814814,0.1225891291642314,0.0,0.2715053763440859,0.2046568627450979,0.0,0.0
2023-04-01 14:00:00,0.0,0.0833333333333333,0.0,0.0833333333333333,0.3893034825870645,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0841717479674796,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.2109929078014183,0.1038812785388127,0.1666666666666666,0.3272727272727271,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.3268779342723003,0.0833333333333333,0.0833333333333333,0.3333333333333332,0.0833333333333333,0.2188644688644688,0.0,0.0,0.0,0.1263440860215053,0.0833333333333333,0.3627450980392155,0.1436781609195402,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.2068511198945981,0.1017156862745097,0.140921409214092,0.2333333333333332,0.1225404247029027,0.0,0.2741935483870966,0.2156862745098038,0.0,0.0
2023-04-01 15:00:00,0.0,0.0833333333333333,0.0,0.0833333333333333,0.3930348258706466,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0841971544715446,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.2189716312056737,0.1050228310502282,0.1666666666666666,0.3242424242424241,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.3298122065727698,0.0833333333333333,0.0833333333333333,0.3333333333333332,0.0833333333333333,0.2225274725274724,0.0,0.0,0.0,0.129032258064516,0.0833333333333333,0.3578431372549018,0.150383141762452,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.206357048748353,0.1029411764705882,0.1402439024390243,0.235185185185185,0.122491720241574,0.0,0.2768817204301074,0.2267156862745097,0.0,0.0
2023-04-01 16:00:00,0.0,0.0833333333333333,0.0,0.0833333333333333,0.3967661691542287,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0842225609756097,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.226950354609929,0.1061643835616437,0.1666666666666666,0.321212121212121,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.3327464788732392,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.2261904761904761,0.0,0.0,0.0,0.1317204301075268,0.0833333333333333,0.3529411764705881,0.1570881226053639,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.2058629776021079,0.1041666666666666,0.1395663956639566,0.2370370370370369,0.1224430157802454,0.0,0.2795698924731181,0.2377450980392156,0.0,0.0
2023-04-01 17:00:00,0.0,0.0833333333333333,0.0,0.0833333333333333,0.4004975124378108,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0842479674796747,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.2349290780141843,0.1073059360730593,0.1666666666666666,0.318181818181818,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0833333333333333,0.3356807511737087,0.0833333333333333,0.0833333333333333,0.6666666666666664,0.0833333333333333,0.2298534798534797,0.0,0.0,0.0,0.1344086021505375,0.0833333333333333,0.3480392156862744,0.1637931034482758,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.2053689064558629,0.105392156862745,0.1388888888888888,0.2388888888888888,0.1223943113189167,0.0,0.2822580645161289,0.2487745098039214,0.0,0.0
2023-04-01 18:00:00,0.0,0.0833333333333333,0.0,0.0833333333333333,0.4042288557213929,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0842733739837398,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.2429078014184396,0.1084474885844748,0.1666666666666666,0.315151515151515,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.3386150234741782,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.0833333333333333,0.2335164835164834,0.0,0.0,0.0,0.1370967741935483,0.0833333333333333,0.3431372549019607,0.1704980842911876,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.2048748353096178,0.1066176470588234,0.138211382113821,0.2407407407407406,0.1223456068575881,0.0,0.2849462365591396,0.2598039215686273,0.0,0.0
2023-04-01 19:00:00,0.0,0.0833333333333333,0.0,0.0833333333333333,0.407960199004975,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0842987804878048,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.2508865248226949,0.1095890410958903,0.1666666666666666,0.312121212121212,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.3415492957746477,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.2371794871794871,0.0,0.0,0.0,0.139784946236559,0.0833333333333333,0.3382352941176469,0.1772030651340995,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.2043807641633727,0.1078431372549019,0.1375338753387533,0.2425925925925924,0.1222969023962594,0.0,0.2876344086021504,0.2708333333333332,0.0,0.0
2023-04-01 20:00:00,0.0,0.0833333333333333,0.0,0.0833333333333333,0.4116915422885571,0.0,0.4999999999999998,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0833333333333333,0.0843241869918698,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.2588652482269503,0.1107305936073058,0.1666666666666666,0.3090909090909089,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0833333333333333,0.3444835680751172,0.0833333333333333,0.0833333333333333,0.2499999999999999,0.0833333333333333,0.2408424908424907,0.0,0.0,0.0,0.1424731182795698,0.0833333333333333,0.3333333333333332,0.1839080459770114,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.2038866930171277,0.1090686274509803,0.1368563685636855,0.2444444444444443,0.1222481979349307,0.0,0.2903225806451611,0.2818627450980391,0.0,0.0
2023-04-01 21:00:00,0.0,0.0833333333333333,0.6666666666666664,0.0833333333333333,0.4154228855721391,0.0,0.9999999999999996,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0843495934959349,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.2668439716312056,0.1118721461187214,0.1666666666666666,0.3060606060606059,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0833333333333333,0.3474178403755867,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.2445054945054944,0.0,0.0,0.0,0.1451612903225805,0.0833333333333333,0.3284313725490195,0.1906130268199233,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.2033926218708826,0.1102941176470587,0.1361788617886178,0.2462962962962961,0.1221994934736021,0.0,0.2930107526881719,0.292892156862745,0.0,0.0
2023-04-01 22:00:00,0.0,0.0833333333333333,0.6611111111111109,0.0833333333333333,0.4191542288557212,0.0,0.7499999999999997,0.0,0.0,0.0,0.0,0.0833333333333333,0.0843749999999999,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.2748226950354609,0.1130136986301369,0.1666666666666666,0.3030303030303029,0.4999999999999998,0.0,0.0833333333333333,0.0,0.0833333333333333,0.3503521126760562,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.0833333333333333,0.248168498168498,0.0,0.0,0.0,0.1478494623655913,0.0833333333333333,0.3235294117647058,0.1973180076628352,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.2028985507246376,0.1115196078431372,0.1355013550135501,0.248148148148148,0.1221507890122734,0.0,0.2956989247311827,0.3039215686274509,0.0,0.0
2023-04-01 23:00:00,0.0,0.0833333333333333,0.6555555555555553,0.0833333333333333,0.4228855721393033,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.084400406504065,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.2828014184397162,0.1141552511415524,0.1666666666666666,0.2999999999999999,0.4871794871794869,0.0,0.0833333333333333,0.0,0.0833333333333333,0.3532863849765256,0.0833333333333333,0.0833333333333333,0.9166666666666664,0.0833333333333333,0.2518315018315017,0.0,0.0,0.0,0.150537634408602,0.0833333333333333,0.318627450980392,0.204022988505747,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.2024044795783925,0.1127450980392156,0.1348238482384823,0.2499999999999999,0.1221020845509448,0.0,0.2983870967741934,0.3149509803921567,0.0,0.0
2023-04-02 00:00:00,0.0,0.0833333333333333,0.6499999999999998,0.0,0.4266169154228854,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0833333333333333,0.08442581300813,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.2907801418439715,0.1152968036529679,0.1666666666666666,0.2969696969696969,0.4743589743589742,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.3562206572769951,0.0833333333333333,0.0833333333333333,0.4999999999999998,0.0833333333333333,0.2554945054945054,0.0,0.0,0.0,0.1532258064516128,0.0833333333333333,0.3137254901960783,0.2107279693486589,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.2019104084321475,0.113970588235294,0.1341463414634146,0.2494232987312571,0.1220533800896161,0.0,0.3010752688172042,0.3259803921568626,0.0,0.0
2023-04-02 01:00:00,0.1666666666666666,0.0833333333333333,0.6444444444444442,0.0,0.4303482587064675,0.0,0.9999999999999996,0.0,0.0,0.1666666666666666,0.0,0.0833333333333333,0.084451219512195,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.2987588652482268,0.1164383561643835,0.1666666666666666,0.2939393939393938,0.4615384615384613,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.3591549295774646,0.0833333333333333,0.0833333333333333,0.9166666666666664,0.0833333333333333,0.259157509157509,0.0,0.0,0.0,0.1559139784946235,0.0833333333333333,0.3088235294117646,0.2174329501915708,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.2014163372859024,0.1151960784313725,0.1334688346883468,0.2488465974625143,0.1220046756282875,0.3333333333333332,0.3037634408602149,0.3370098039215685,0.0833333333333333,0.0
2023-04-02 02:00:00,0.1666666666666666,0.0833333333333333,0.6388888888888886,0.0,0.4340796019900496,0.0,0.3333333333333332,0.0,0.0,0.1666666666666666,0.0,0.0833333333333333,0.0844766260162601,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.3067375886524822,0.117579908675799,0.1666666666666666,0.2909090909090908,0.4487179487179485,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.3620892018779341,0.0833333333333333,0.0833333333333333,0.7499999999999997,0.0833333333333333,0.2628205128205127,0.0,0.0,0.0,0.1586021505376343,0.0833333333333333,0.3039215686274509,0.2241379310344827,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.2009222661396573,0.1164215686274509,0.132791327913279,0.2482698961937715,0.1219559711669588,0.833333333333333,0.3064516129032257,0.3480392156862744,0.0833333333333333,0.0
2023-04-02 03:00:00,0.0,0.0833333333333333,0.6333333333333331,0.0,0.4378109452736317,0.0,0.0,0.0,0.0,0.3333333333333332,0.0,0.0833333333333333,0.0845020325203251,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.3147163120567375,0.1187214611872145,0.1666666666666666,0.2878787878787878,0.4358974358974357,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.3650234741784036,0.0833333333333333,0.0833333333333333,0.4999999999999998,0.0833333333333333,0.2664835164835163,0.0,0.0,0.0,0.161290322580645,0.0833333333333333,0.2990196078431372,0.2308429118773945,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.2004281949934123,0.1176470588235293,0.1321138211382113,0.2476931949250287,0.1219072667056301,0.0833333333333333,0.3091397849462364,0.3590686274509803,0.0833333333333333,0.0
2023-04-02 04:00:00,0.0,0.0833333333333333,0.6277777777777775,0.0,0.4415422885572138,0.0,0.4166666666666665,0.1666666666666666,0.0,0.3333333333333332,0.0,0.0833333333333333,0.0845274390243902,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.3226950354609928,0.11986301369863,0.1666666666666666,0.2848484848484847,0.4230769230769229,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.3679577464788731,0.0833333333333333,0.0833333333333333,0.9999999999999996,0.0833333333333333,0.27014652014652,0.0,0.0,0.0,0.1639784946236558,0.0833333333333333,0.2941176470588234,0.2375478927203064,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.1999341238471672,0.1188725490196078,0.1314363143631435,0.2471164936562859,0.1218585622443015,0.0833333333333333,0.3118279569892472,0.3700980392156862,0.0,0.0
