site,longitude,latitude,charger_num,total_duration,total_volume,avg_power,perimeter,area
235,4.96806001663,52.2940750122,1,8389.113003478544,53829.59115360866,6.404732568163645,398.7784243482544,11570.498735790025
238,4.90220594406,52.3576126099,1,1752.124999999999,11213.6,6.400000000000005,399.1663806042365,11587.12752713255
239,4.85430717468,52.3694725037,1,8389.113003478544,53829.59115360866,6.404732568163645,399.23896689966784,11590.238322909569
240,4.93833303452,52.376499176,3,4423.083333333332,28307.733333333337,2.133333333333334,399.281997727948,11592.08240932189
244,4.8462638855,52.3521957397,1,5446.041666666666,34854.66666666667,6.400000000000004,399.1332455296188,11585.70742745796
246,4.90311813354,52.3436355591,1,5287.166666666666,33837.86666666668,6.400000000000004,399.08090562378993,11583.46419061669
247,4.933114528655,52.36557769775,2,9811.056685042942,62790.76278427483,3.2000000000000006,540.3408199579477,17969.240753844842
248,4.855443636576667,52.35662460326666,3,4108.559492753622,26279.04742028986,4.265201885260712,518.5985916531331,19478.799355405827
250,4.88008594513,52.3586807251,1,9811.056685042942,62790.76278427483,6.400000000000001,399.1729156026981,11587.407600045966
251,4.88842201233,52.3729324341,2,6154.958333333332,39395.2,6.401114146445985,399.2601529000855,11591.146255136477
252,4.95703601837,52.4010810852,1,6539.252450980391,41851.21568627452,6.400000000000004,399.4326842803117,11598.53970135585
253,4.91912269592,52.4130020142,2,5145.624999999999,32932.00000000001,3.200000000000002,406.1092329453556,12113.79830990824
254,4.83673906326,52.3658638,1,1446.6469638242888,9258.540568475451,6.400000000000005,399.216874801612,11589.291547120474
255,4.98984193802,52.3006477356,1,19622.113370085885,125581.52556854968,6.400000000000001,398.81848565628457,11572.21604784473
256,4.83344602585,52.3885688782,1,1031.3395862968227,6600.573352299668,6.400000000000005,399.3559558071979,11595.25177029156
258,4.88792610168,52.3777809143,1,3212.2660256410254,20558.502564102568,6.400000000000004,399.28984903529977,11592.41887195198
259,4.928774674733333,52.36132049559999,3,8389.113003478544,53829.59115360866,2.134910856054548,405.79240872892206,12099.624442707687
260,4.92541408539,52.3881607056,1,4040.4166666666656,25858.666666666668,6.400000000000003,399.3534537846564,11595.14455224584
261,4.858882331848,52.37718429563999,5,21403.695512820508,136983.6512820513,3.840000000000002,651.6551862283872,26039.33561379932
262,4.840157985685,52.36032295225,2,44392.40467014521,284250.65782027534,6.402366284081824,479.5476832144185,15749.243378249254
263,4.80864286423,52.3428192139,1,5109.041666666666,32697.866666666672,6.400000000000004,399.07591566863385,11583.25032229671
265,4.805570602415,52.34297943115,2,42013.57133681188,269026.124486942,6.4023662840818245,413.61869485160514,12320.650336843397
267,4.93189287186,52.3365211487,1,6469.124999999999,41402.4,6.400000000000003,399.0374269381063,11581.600682413458
268,4.904422918956667,52.35716120403333,3,10213.499999999998,65366.400000000016,2.133333333333335,526.7964911216727,19581.60158408353
273,4.86836838722,52.3619709015,2,10304.083333333332,65946.13333333336,3.200000000000001,528.6793301108561,17721.904942591045
274,4.92174816132,52.3862609863,1,5693.083333333332,36495.466666666674,6.403571143956586,399.3418096997468,11594.645571415223
275,4.83955287933,52.3628959656,1,8389.113003478544,53829.59115360866,6.404732568163645,399.19870976803975,11588.513059483012
276,4.87421703339,52.3915748596,1,5144.833333333332,32926.93333333334,6.400000000000003,399.37438387980586,11596.041455076418
280,4.86757612228,52.328163147,1,5590.460784313725,35778.94901960785,6.400000000000004,398.9863728877963,11579.412428907004
282,4.92657995224,52.368522644,1,5142.708333333332,32913.33333333334,6.400000000000004,399.2331514762232,11589.98909919021
283,4.868649721145,52.344587326075,4,10475.249999999998,67041.60000000002,1.600000000000001,478.7928904207139,15581.74331866265
284,4.81999897957,52.383326530425,4,40807.2796701452,261305.85782027536,3.201183142040912,547.5929058545524,20478.90350600502
285,4.95359611511,52.3090667725,1,8389.113003478544,53829.59115360866,6.404732568163645,398.8698244048019,11574.416729556271
286,4.818648099895,52.37730026245,2,65968.79166666666,422200.2666666666,3.2,437.196684793086,14157.842672976907
287,4.90258808136,52.35684204102,5,37952.778079710144,242897.7797101449,2.560000000000001,548.3623996820445,22175.81512987112
288,4.79741287231,52.3678016663,1,8389.113003478544,53829.59115360866,6.404732568163645,399.22873759307663,11589.799938798658
289,4.98452615738,52.325592041,1,9811.056685042942,62790.76278427483,6.400000000000001,398.97067288915474,11578.739489590993
290,4.87612819672,52.361995697,1,11320.488095238092,72451.12380952384,6.400000000000004,399.1932002179393,11588.276938397825
291,4.88838720322,52.3591194153,1,8389.113003478544,53829.59115360866,6.404732568163645,399.1755997472651,11587.522635130326
293,4.860358635588333,52.351687113433336,6,31348.79276315789,200632.27368421055,3.200000000000001,617.1925798434752,22590.245188002955
295,4.822605371475,52.3740348816,2,6661.583333333331,42634.13333333335,3.200000000000002,510.9774963559518,17671.48130698265
296,4.916942278543333,52.333442687966674,3,10492.902439024389,67154.57560975612,2.133333333333334,522.7865679159555,17329.831412246123
298,4.846093177796667,52.35118103026667,3,5212.083333333332,33357.33333333334,2.133333333333334,587.8353474246126,20151.84581908833
299,4.83547115326,52.351272583,1,9811.056685042942,62790.76278427483,6.400000000000001,399.1275996840015,11585.465455539044
301,4.8995769818633335,52.34535217285,6,80902.83333333333,517778.1333333335,2.133333333333334,626.4757150604536,27236.080110573243
302,4.87542486191,52.3452758789,1,1059.5821428571426,6914.659047619049,6.400000000000004,399.0909329406168,11583.893957085407
303,4.92016601562,52.3637046814,2,8389.113003478544,53829.59115360866,3.2023662840818226,399.2036592898158,11588.725178934112
304,4.89291191101,52.3596038818,2,9811.056685042942,62790.76278427483,3.2000000000000006,399.17856406070274,11587.649677288602
305,4.92701292038,52.3563117981,1,518.0416666666664,3329.6000000000004,6.4599163567560565,399.1584224956832,11586.78646194316
