site_id,longitude,latitude,charger_num,total_duration,total_volume,avg_power,perimeter,area
1872,4.92323303223,52.3582458496,1,10425.624999999998,66724.00000000001,6.400000000000004,399.1702548715235,11587.293568216011
1873,4.93229389191,52.3546562195,1,0.0,0.0,0.0,399.14829493039366,11586.35241672514
1874,4.85659790039,52.3584594727,1,0.0,0.0,0.0,399.1715618892057,11587.349583528185
1875,4.7987256050100005,52.3520050049,2,10193.999999999998,65241.60000000002,6.400000000000004,405.7354105292858,12097.074205141029
1876,4.86688995361,52.3851089478,1,4654.166666666666,29786.66666666667,6.400000000000003,399.3347490987457,11594.343003659787
1877,4.87516403198,52.3239250183,1,0.0,0.0,0.0,398.9604948598283,11578.303231583262
1878,4.84854888916,52.3513832092,2,0.0,0.0,0.0,399.128276235995,11585.49445151342
1879,4.902169942855,52.34320640565,2,5363.208333333332,34324.53333333334,3.2000000000000024,481.42643751130464,15614.265123503485
1880,4.90200901031,52.4115104675,1,3057.652144525009,19568.973724960062,6.400000000000001,399.4966861406692,11601.28216034893
1881,4.8664522171,52.3696746826,1,0.0,0.0,0.0,399.2402047642834,11590.291372276612
1882,4.99358892441,52.2973403931,1,0.0,0.0,0.0,398.7983250689482,11571.351827222268
1883,4.90355205536,52.3474884033,1,0.0,0.0,0.0,399.1044597844056,11584.47370761796
1884,4.94605016708,52.3844490051,1,0.0,0.0,0.0,399.3307046797169,11594.16968768987
1885,4.87661600113,52.3655586243,1,10212.958333333332,65362.93333333335,6.400000000000004,399.2150067760528,11589.211490711456
1886,4.86570310593,52.354019165,1,0.0,0.0,0.0,399.1443981982748,11586.185410601776
1887,4.90619421005,52.3585662842,1,10986.25,70312.00000000001,6.400000000000004,399.172215403404,11587.377591390172
1888,4.90794610977,52.3701171875,1,4617.916666666666,29554.66666666667,6.400000000000003,399.2429141081811,11590.407482576538
1889,4.87039422989,52.3497657776,1,0.0,0.0,0.0,399.1183850571229,11585.070529516104
1890,4.929911613465,52.35582351685,2,0.0,0.0,0.0,432.6650955818769,13867.520440518383
1891,4.91310691833,52.395942688,1,0.0,0.0,0.0,399.4011668815788,11597.189151772793
1892,4.88171482086,52.3836135864,1,5331.999999999998,34124.80000000001,6.400000000000005,399.325585105116,11593.950297339325
1893,4.87173986435,52.3758888245,1,5523.583333333332,35350.93333333334,6.400000000000005,399.2782592294671,11591.922197874928
1894,4.91073179245,52.3413887024,1,9811.056685042942,62790.76278427483,6.400000000000001,399.0671721997514,11582.875577694009
1895,4.93905496597,52.3931655884,1,0.0,0.0,0.0,399.38413719201577,11596.459403085131
1896,4.93940877914,52.392906189,1,0.0,0.0,0.0,399.3825466575368,11596.391245813338
1897,4.84693479538,52.3836097717,1,0.0,0.0,0.0,399.3255617291552,11593.949295603094
1898,4.87939977646,52.3941001892,1,5092.333333333332,32590.93333333334,6.400000000000004,399.389868007195,11596.704978276755
1899,4.84161090851,52.383190155,1,5220.791666666665,33413.06666666667,6.400000000000005,399.3229903547613,11593.839103623088
1900,4.96369314194,52.3753013611,1,8389.113003478544,53829.591153608664,6.404732568163645,399.2746610597253,11591.767999774826
1901,4.99119091034,52.2992591858,2,75826.66666666666,485290.6666666668,3.2000000000000006,422.3547738701345,13310.477587523092
1902,4.83948421478,52.3552093506,1,0.0,0.0,0.0,399.1516784483642,11586.497427190316
1903,4.93134307861,52.3560791016,1,0.0,0.0,0.0,399.1569989728442,11586.725453060468
1904,4.96706819534,52.3185272217,1,16778.226006957088,107659.18230721733,6.404732568163645,398.92754580480346,11576.890926880846
1905,4.8057179451,52.379003524750004,2,5167.499999999999,33072.00000000001,3.200000000000002,446.0091944529064,15092.080098164584
